DoubleTree by Hilton Hotel Boston - Downtown,433784567,Value,3
DoubleTree by Hilton Hotel Boston - Downtown,433784567,Service,4
DoubleTree by Hilton Hotel Boston - Downtown,433603002,Service,3
DoubleTree by Hilton Hotel Boston - Downtown,433603002,Location,3
DoubleTree by Hilton Hotel Boston - Downtown,433603002,Rooms,3
DoubleTree by Hilton Hotel Boston - Downtown,432964961,Value,5
DoubleTree by Hilton Hotel Boston - Downtown,432964961,Service,5
DoubleTree by Hilton Hotel Boston - Downtown,432964961,Rooms,5
DoubleTree by Hilton Hotel Boston - Downtown,432667390,Value,3
DoubleTree by Hilton Hotel Boston - Downtown,432667390,Sleep Quality,3
DoubleTree by Hilton Hotel Boston - Downtown,432667390,Service,5
DoubleTree by Hilton Hotel Boston - Downtown,432667390,Location,3
DoubleTree by Hilton Hotel Boston - Downtown,432667390,Rooms,3
DoubleTree by Hilton Hotel Boston - Downtown,432573622,Value,2
DoubleTree by Hilton Hotel Boston - Downtown,432573622,Sleep Quality,4
DoubleTree by Hilton Hotel Boston - Downtown,432573622,Service,4
DoubleTree by Hilton Hotel Boston - Downtown,432573622,Location,4
DoubleTree by Hilton Hotel Boston - Downtown,432573622,Rooms,4
DoubleTree by Hilton Hotel Boston - Downtown,432064037,Value,5
DoubleTree by Hilton Hotel Boston - Downtown,432064037,Sleep Quality,5
DoubleTree by Hilton Hotel Boston - Downtown,432064037,Service,5
DoubleTree by Hilton Hotel Boston - Downtown,432064037,Location,5
DoubleTree by Hilton Hotel Boston - Downtown,432064037,Rooms,5
DoubleTree by Hilton Hotel Boston - Downtown,432057813,Value,4
DoubleTree by Hilton Hotel Boston - Downtown,432057813,Sleep Quality,4
DoubleTree by Hilton Hotel Boston - Downtown,432057813,Service,5
DoubleTree by Hilton Hotel Boston - Downtown,432057813,Location,5
DoubleTree by Hilton Hotel Boston - Downtown,432057813,Rooms,4
DoubleTree by Hilton Hotel Boston - Downtown,431649586,Sleep Quality,3
DoubleTree by Hilton Hotel Boston - Downtown,431649586,Service,4
DoubleTree by Hilton Hotel Boston - Downtown,431649586,Rooms,3
DoubleTree by Hilton Hotel Boston - Downtown,431577484,Value,5
DoubleTree by Hilton Hotel Boston - Downtown,431577484,Sleep Quality,5
DoubleTree by Hilton Hotel Boston - Downtown,431577484,Service,5
DoubleTree by Hilton Hotel Boston - Downtown,431577484,Location,5
DoubleTree by Hilton Hotel Boston - Downtown,431577484,Rooms,5
DoubleTree by Hilton Hotel Boston - Downtown,431491372,Value,2
DoubleTree by Hilton Hotel Boston - Downtown,431491372,Sleep Quality,3
DoubleTree by Hilton Hotel Boston - Downtown,431491372,Service,3
DoubleTree by Hilton Hotel Boston - Downtown,431491372,Location,3
DoubleTree by Hilton Hotel Boston - Downtown,431491372,Rooms,2
DoubleTree by Hilton Hotel Boston - Downtown,430449920,Value,3
DoubleTree by Hilton Hotel Boston - Downtown,430449920,Service,4
DoubleTree by Hilton Hotel Boston - Downtown,430449920,Rooms,4
DoubleTree by Hilton Hotel Boston - Downtown,430400927,Sleep Quality,5
DoubleTree by Hilton Hotel Boston - Downtown,430400927,Service,5
DoubleTree by Hilton Hotel Boston - Downtown,430494249,Value,4
DoubleTree by Hilton Hotel Boston - Downtown,430494249,Sleep Quality,5
