Residence Inn Boston Back Bay/Fenway,433793620,Sleep Quality,4
Residence Inn Boston Back Bay/Fenway,433793620,Service,5
Residence Inn Boston Back Bay/Fenway,433793620,Location,4
Residence Inn Boston Back Bay/Fenway,433760994,Value,3
Residence Inn Boston Back Bay/Fenway,433760994,Service,3
Residence Inn Boston Back Bay/Fenway,433760994,Rooms,4
Residence Inn Boston Back Bay/Fenway,431005436,Value,5
Residence Inn Boston Back Bay/Fenway,431005436,Service,5
Residence Inn Boston Back Bay/Fenway,430320477,Value,5
Residence Inn Boston Back Bay/Fenway,430320477,Service,5
Residence Inn Boston Back Bay/Fenway,430320477,Rooms,5
Residence Inn Boston Back Bay/Fenway,428703279,Value,5
Residence Inn Boston Back Bay/Fenway,428703279,Service,5
Residence Inn Boston Back Bay/Fenway,428010872,Sleep Quality,5
Residence Inn Boston Back Bay/Fenway,428010872,Service,5
Residence Inn Boston Back Bay/Fenway,428010872,Rooms,5
Residence Inn Boston Back Bay/Fenway,427367348,Value,4
Residence Inn Boston Back Bay/Fenway,427367348,Service,4
Residence Inn Boston Back Bay/Fenway,427367348,Location,5
Residence Inn Boston Back Bay/Fenway,426354074,Sleep Quality,5
Residence Inn Boston Back Bay/Fenway,426354074,Service,4
Residence Inn Boston Back Bay/Fenway,426354074,Location,5
Residence Inn Boston Back Bay/Fenway,425705558,Value,1
Residence Inn Boston Back Bay/Fenway,425705558,Service,1
Residence Inn Boston Back Bay/Fenway,425705558,Location,1
Residence Inn Boston Back Bay/Fenway,423937389,Value,5
Residence Inn Boston Back Bay/Fenway,423937389,Service,5
Residence Inn Boston Back Bay/Fenway,423937389,Location,5
Residence Inn Boston Back Bay/Fenway,418403890,Service,5
Residence Inn Boston Back Bay/Fenway,418403890,Rooms,4
Residence Inn Boston Back Bay/Fenway,409713433,Sleep Quality,3
Residence Inn Boston Back Bay/Fenway,409713433,Service,3
Residence Inn Boston Back Bay/Fenway,409713433,Location,5
Residence Inn Boston Back Bay/Fenway,409158649,Value,5
Residence Inn Boston Back Bay/Fenway,409158649,Service,5
Residence Inn Boston Back Bay/Fenway,409158649,Rooms,5
Residence Inn Boston Back Bay/Fenway,408965949,Value,5
Residence Inn Boston Back Bay/Fenway,408965949,Service,5
Residence Inn Boston Back Bay/Fenway,408965949,Location,5
Residence Inn Boston Back Bay/Fenway,408913937,Value,3
Residence Inn Boston Back Bay/Fenway,408913937,Sleep Quality,5
Residence Inn Boston Back Bay/Fenway,408913937,Service,5
Residence Inn Boston Back Bay/Fenway,401382810,Value,2
Residence Inn Boston Back Bay/Fenway,401382810,Service,5
