Boston Park Plaza,433741454,Value,3
Boston Park Plaza,433741454,Service,3
Boston Park Plaza,433741454,Location,5
Boston Park Plaza,433723891,Sleep Quality,5
Boston Park Plaza,433723891,Service,5
Boston Park Plaza,433723891,Location,5
Boston Park Plaza,433670494,Service,5
Boston Park Plaza,433670494,Location,5
Boston Park Plaza,433659778,Sleep Quality,5
Boston Park Plaza,433659778,Service,5
Boston Park Plaza,433385255,Sleep Quality,5
Boston Park Plaza,433385255,Service,4
Boston Park Plaza,433385255,Location,5
Boston Park Plaza,433382927,Sleep Quality,4
Boston Park Plaza,433382927,Service,4
Boston Park Plaza,433382927,Rooms,3
Boston Park Plaza,433286768,Service,5
Boston Park Plaza,433286768,Location,4
Boston Park Plaza,433286768,Rooms,4
Boston Park Plaza,433273337,Sleep Quality,3
Boston Park Plaza,433273337,Service,4
Boston Park Plaza,433273337,Rooms,4
Boston Park Plaza,433248411,Sleep Quality,4
Boston Park Plaza,433248411,Service,3
Boston Park Plaza,433248411,Rooms,4
Boston Park Plaza,433227530,Service,5
Boston Park Plaza,433227530,Location,5
Boston Park Plaza,433174754,Value,4
Boston Park Plaza,433174754,Sleep Quality,5
Boston Park Plaza,433174754,Service,5
Boston Park Plaza,432964015,Value,2
Boston Park Plaza,432964015,Sleep Quality,3
Boston Park Plaza,432964015,Service,3
Boston Park Plaza,432944430,Service,4
Boston Park Plaza,432944430,Location,5
Boston Park Plaza,432838316,Value,2
Boston Park Plaza,432838316,Service,4
Boston Park Plaza,432540186,Service,4
Boston Park Plaza,432540186,Rooms,4
Boston Park Plaza,432337630,Value,4
Boston Park Plaza,432337630,Sleep Quality,2
Boston Park Plaza,432337630,Service,5
Boston Park Plaza,432222919,Sleep Quality,4
Boston Park Plaza,432222919,Service,5
Boston Park Plaza,432222919,Location,5
Boston Park Plaza,431659959,Value,5
Boston Park Plaza,431659959,Sleep Quality,5
Boston Park Plaza,431659959,Service,5
Boston Park Plaza,431657193,Location,5
Boston Park Plaza,431657193,Rooms,4
Boston Park Plaza,431616753,Value,4
Boston Park Plaza,431616753,Sleep Quality,3
Boston Park Plaza,431616753,Service,5
Boston Park Plaza,431365171,Service,4
Boston Park Plaza,431365171,Location,4
Boston Park Plaza,431365171,Rooms,4
Boston Park Plaza,431335029,Value,4
Boston Park Plaza,431335029,Service,5
Boston Park Plaza,431209835,Sleep Quality,3
Boston Park Plaza,431209835,Service,4
Boston Park Plaza,431209835,Location,4
Boston Park Plaza,431195117,Sleep Quality,5
Boston Park Plaza,431195117,Service,5
Boston Park Plaza,431178940,Value,2
